location,list_price (RM),unit_price (RM)/m2,number_bedroom,number_bathroom,area(m2),type,type_encoded,location_encoded
Kuala Lumpur. Kuala Lumpur,1588400000,6840950.0,4.0,4.0,23225.0,House,3,12
Kuala Lumpur. Kuala Lumpur,1566740000,12310100.0,3.0,2.0,12727.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2483680000,14952620.0,3.0,3.0,16611.0,House,3,12
Kuala Lumpur. Kuala Lumpur,1508980000,9667580.0,3.0,2.0,15607.0,Condo,2,12
Gombak. Selangor,888060000,17443520.0,2.0,2.0,5091.0,Condo,2,2
Gombak. Selangor,1545080000,1104660.0,3.0,2.0,1400.0,Condo,2,2
Ulu Langat. Selangor,1909690000,16407450.0,3.0,3.0,1164.0,Condo,2,25
Ulu Langat. Selangor,1963840000,11183780.0,4.0,3.0,17558.0,House,3,25
Petaling. Selangor,1761680000,21071570.0,3.0,2.0,8361.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,830300000,16252220.0,2.0,2.0,5109.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1624500000,1249060.0,3.0,2.0,1300.0,Condo,2,12
Gombak. Selangor,1545080000,12320930.0,3.0,2.0,12541.0,Condo,2,2
Kuala Lumpur. Kuala Lumpur,1913300000,18721460.0,4.0,2.0,10219.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,833910000,8967240.0,3.0,2.0,9299.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2454800000,21140160.0,4.0,3.0,11613.0,House,3,12
Petaling. Selangor,1606450000,12905750.0,3.0,2.0,12449.0,Condo,2,19
Putrajaya. Putrajaya,830300000,17876720.0,2.0,2.0,4645.0,Condo,2,21
Kuala Lumpur. Kuala Lumpur,1805000000,1530640.0,3.0,2.0,1180.0,Condo,2,12
Petaling. Selangor,3032400000,14190910.0,4.0,4.0,21367.0,House,3,19
Kuala Lumpur. Kuala Lumpur,13718000000,37601760.0,4.0,5.0,36482.0,House,3,12
Kuala Lumpur. Kuala Lumpur,2555880000,2747210.0,3.0,2.0,930.0,Condo,2,12
Petaling. Selangor,1083000000,16652930.0,2.0,2.0,6503.0,Condo,2,19
Petaling. Selangor,1552300000,1108270.0,3.0,2.0,1400.0,Condo,2,19
Petaling. Selangor,2989080000,10725310.0,4.0,3.0,2787.0,House,3,19
Petaling. Selangor,2952980000,13819080.0,4.0,4.0,21367.0,House,3,19
Sepang. Selangor,721996390,15544660.0,2.0,1.0,4645.0,Condo,2,23
Putrajaya. Putrajaya,866400000,16959780.0,2.0,2.0,5109.0,Condo,2,21
Kuala Lumpur. Kuala Lumpur,1916188000,18414610.0,3.0,2.0,10405.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1519088000,18169130.0,3.0,2.0,8361.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1624500000,12490600.0,3.0,2.0,13006.0,Condo,2,12
Petaling. Selangor,1660600000,6620740.0,3.0,3.0,25083.0,Townhouse,6,19
Sepang. Selangor,1083000000,8967240.0,4.0,3.0,12077.0,Condo,2,23
Kuala Lumpur. Kuala Lumpur,3068500000,13212600.0,4.0,3.0,23225.0,House,3,12
Kuala Lumpur. Kuala Lumpur,1519088000,16353300.0,3.0,2.0,929.0,Condo,2,12
Gombak. Selangor,3898800000,16266660.0,4.0,4.0,23968.0,House,3,2
Kuala Lumpur. Kuala Lumpur,1737456900,14761290.0,3.0,2.0,1177.0,Condo,2,12
Seremban. Negeri Sembilan,1776481000,407930.0,5.0,5.0,4355.0,House,3,24
Petaling. Selangor,1606450000,1147980.0,3.0,2.0,1400.0,Condo,2,19
Petaling. Selangor,1545080000,1104660.0,3.0,2.0,1400.0,Condo,2,19
Petaling. Selangor,1508980000,11772210.0,3.0,3.0,1282.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,1967450000,15689060.0,3.0,3.0,12541.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1624500000,541500.0,3.0,3.0,3000.0,House,3,12
Petaling. Selangor,1588400000,1133540.0,3.0,2.0,1400.0,Condo,2,19
Petaling. Selangor,1010800000,14508590.0,2.0,2.0,6967.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,2898396800,13631360.0,4.0,4.0,21265.0,House,3,12
Kuala Langat. Selangor,2093800000,9797540.0,4.0,3.0,21367.0,House,3,11
Petaling. Selangor,830300000,8938360.0,2.0,2.0,929.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,2274300000,29930510.0,3.0,2.0,7599.0,Condo,2,12
Petaling. Selangor,1660600000,19927200.0,3.0,2.0,8333.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,2808580000,14396680.0,4.0,3.0,19509.0,House,3,12
Kuala Lumpur. Kuala Lumpur,1010800000,16739570.0,3.0,2.0,6038.0,Apartment,0,12
Petaling. Selangor,2555880000,28963030.0,3.0,2.0,8825.0,Condo,2,19
Petaling. Selangor,3999880000,15378600.0,5.0,5.0,26012.0,House,3,19
Kuala Lumpur. Kuala Lumpur,3133480000,14663820.0,4.0,4.0,21367.0,House,3,12
Petaling. Selangor,2955868000,16501310.0,4.0,3.0,17911.0,House,3,19
Kuala Lumpur. Kuala Lumpur,2486568000,28843900.0,3.0,2.0,8621.0,Condo,2,12
Ulu Langat. Selangor,1949400000,10544810.0,4.0,3.0,18487.0,House,3,25
Petaling. Selangor,2989080000,12869650.0,4.0,3.0,23225.0,House,3,19
Kuala Lumpur. Kuala Lumpur,2050480000,15158390.0,3.0,3.0,13526.0,House,3,12
Petaling. Selangor,12635000000,31367290.0,5.0,5.0,40281.0,House,3,19
Kuala Lumpur. Kuala Lumpur,1805000000,19429020.0,3.0,2.0,929.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1660600000,13750490.0,3.0,2.0,12077.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,722000000,7765110.0,3.0,3.0,9299.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2375380000,20356790.0,3.0,3.0,11668.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,830300000,1187690.0,2.0,2.0,700.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2274300000,24479410.0,4.0,2.0,929.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1545080000,10393190.0,4.0,3.0,14864.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2256250000,20237660.0,3.0,2.0,11148.0,Condo,2,12
Petaling. Selangor,2888000000,963870.0,4.0,4.0,3000.0,House,3,19
Kuala Lumpur. Kuala Lumpur,902500000,6938420.0,3.0,3.0,13006.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,3176800000,11032160.0,6.0,5.0,28799.0,House,3,12
Kuala Lumpur. Kuala Lumpur,2288740000,20530070.0,3.0,2.0,11148.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1551217000,12187360.0,3.0,2.0,12727.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,902500000,13876840.0,2.0,2.0,6503.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2375380000,15880390.0,4.0,3.0,14957.0,House,3,12
Petaling. Selangor,2952980000,13245090.0,4.0,4.0,22296.0,House,3,19
Petaling. Selangor,1516200000,12089890.0,3.0,2.0,12541.0,Condo,2,19
Petaling. Selangor,1689480000,12988780.0,3.0,3.0,13006.0,Townhouse,6,19
Kuala Lumpur. Kuala Lumpur,2991968000,14075390.0,4.0,4.0,21256.0,House,3,12
Petaling. Selangor,4002768000,17234140.0,5.0,4.0,23225.0,House,3,19
Petaling. Selangor,2919768000,13663850.0,4.0,4.0,21367.0,House,3,19
Kuala Lumpur. Kuala Lumpur,1689480000,15154780.0,3.0,3.0,11148.0,Townhouse,6,12
Kuala Lumpur. Kuala Lumpur,1805000000,7772330.0,4.0,4.0,23225.0,House,3,12
Kuala Lumpur. Kuala Lumpur,2981860000,17190820.0,4.0,4.0,17344.0,House,3,12
Kuala Lumpur. Kuala Lumpur,1721970000,19930810.0,3.0,2.0,864.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1841100000,1559520.0,3.0,2.0,1180.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1547968000,1104660.0,3.0,2.0,1400.0,Condo,2,12
Petaling. Selangor,1588400000,12757740.0,3.0,2.0,12449.0,Condo,2,19
Gombak. Selangor,1624500000,12876870.0,3.0,2.0,12616.0,Condo,2,2
Kuala Lumpur. Kuala Lumpur,1985500000,23746580.0,3.0,2.0,8361.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2303180000,14685480.0,4.0,3.0,15682.0,House,3,12
Petaling. Selangor,1624500000,12671100.0,3.0,2.0,1282.0,Condo,2,19
Klang. Selangor,1444000000,11263200.0,3.0,2.0,1282.0,Condo,2,8
Petaling. Selangor,2815800000,14432780.0,4.0,3.0,19509.0,House,3,19
Gombak. Selangor,2989080000,13988750.0,4.0,4.0,21367.0,House,3,2
Petaling. Selangor,1761680000,20389280.0,3.0,2.0,864.0,Condo,2,19
Gombak. Selangor,1588400000,12757740.0,3.0,2.0,12449.0,Condo,2,2
Gombak. Selangor,830300000,14894860.0,2.0,2.0,5574.0,Condo,2,2
Kuala Lumpur. Kuala Lumpur,1606450000,12624170.0,3.0,2.0,12727.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1551578000,10440120.0,3.0,3.0,14864.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1516200000,16129480.0,3.0,2.0,9401.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1913300000,1584790.0,3.0,3.0,12077.0,Condo,2,12
Gombak. Selangor,2991968000,16104210.0,4.0,4.0,1858.0,House,3,2
Kuala Lumpur. Kuala Lumpur,1945790000,16674590.0,3.0,3.0,11668.0,Condo,2,12
Petaling. Selangor,8122500000,19006650.0,5.0,6.0,42734.0,House,3,19
Kuala Lumpur. Kuala Lumpur,2594868000,11988810.0,4.0,4.0,21646.0,House,3,12
Kuala Lumpur. Kuala Lumpur,1678650000,12905750.0,3.0,2.0,13006.0,Condo,2,12
Petaling. Selangor,1689480000,20273760.0,3.0,2.0,8333.0,Condo,2,19
Sepang. Selangor,2519780000,10848050.0,5.0,5.0,23225.0,Condo,2,23
Ulu Langat. Selangor,1768900000,15198100.0,3.0,3.0,1164.0,Condo,2,25
Kuala Lumpur. Kuala Lumpur,1552300000,12468940.0,3.0,2.0,12449.0,Condo,2,12
Gombak. Selangor,1642550000,1216570.0,3.0,2.0,1350.0,House,3,2
Petaling. Selangor,1552300000,11725280.0,3.0,3.0,13238.0,Condo,2,19
Gombak. Selangor,1545080000,1144370.0,3.0,2.0,1350.0,Condo,2,2
Kuala Lumpur. Kuala Lumpur,1756265000,1743630.0,3.0,2.0,1008.0,Condo,2,12
Klang. Selangor,1444000000,11956320.0,3.0,2.0,12077.0,Condo,2,8
Gombak. Selangor,4151500000,17187210.0,4.0,4.0,24154.0,House,3,2
Kuala Lumpur. Kuala Lumpur,1548690000,1104660.0,3.0,2.0,1400.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1913300000,18389340.0,4.0,2.0,10405.0,Condo,2,12
Petaling. Selangor,1191300000,20681690.0,2.0,2.0,576.0,Condo,2,19
Ulu Langat. Selangor,1945790000,16111430.0,3.0,3.0,12077.0,Condo,2,25
Petaling. Selangor,2818688000,14447220.0,4.0,4.0,19509.0,House,3,19
Kuala Selangor. Selangor,1609338000,12927410.0,3.0,2.0,12449.0,Condo,2,14
Petaling. Selangor,2989080000,20111310.0,4.0,4.0,14864.0,House,3,19
Kuala Lumpur. Kuala Lumpur,1588400000,6108120.0,4.0,4.0,26012.0,House,3,12
Kuala Lumpur. Kuala Lumpur,1732800000,15544660.0,3.0,3.0,11148.0,Condo,2,12
Petaling. Selangor,3249000000,12061010.0,5.0,5.0,26941.0,House,3,19
Kuala Lumpur. Kuala Lumpur,2454800000,14143980.0,3.0,3.0,17354.0,House,3,12
Putrajaya. Putrajaya,830300000,16252220.0,2.0,2.0,5109.0,Condo,2,21
Gombak. Selangor,1552300000,1108270.0,3.0,2.0,1400.0,Condo,2,2
Kuala Lumpur. Kuala Lumpur,1624500000,15613250.0,3.0,3.0,10405.0,Condo,2,12
Petaling. Selangor,2743600000,14064560.0,4.0,3.0,19509.0,House,3,19
Kuala Lumpur. Kuala Lumpur,1913300000,1913300.0,3.0,2.0,1000.0,Condo,2,12
Ulu Langat. Selangor,2166000000,10136880.0,5.0,4.0,21367.0,House,3,25
Kuala Lumpur. Kuala Lumpur,722000000,14133150.0,2.0,1.0,5109.0,Condo,2,12
Petaling. Selangor,1552300000,1151590.0,3.0,2.0,1350.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,2707500000,2916880.0,3.0,2.0,928.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2233868000,14245060.0,4.0,3.0,15682.0,House,3,12
Ulu Langat. Selangor,1985500000,17057250.0,3.0,3.0,1164.0,Condo,2,25
Kuala Lumpur. Kuala Lumpur,1606450000,12905750.0,3.0,2.0,12449.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1805000000,12952680.0,3.0,2.0,13935.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1913300000,18389340.0,3.0,2.0,10405.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1545080000,11086310.0,3.0,3.0,13935.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2039650000,1689480.0,3.0,2.0,1208.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2848290000,17519330.0,4.0,4.0,16257.0,House,3,12
Kuala Lumpur. Kuala Lumpur,1367468000,21970460.0,2.0,1.0,6224.0,Condo,2,12
Petaling. Selangor,2707500000,12671100.0,4.0,4.0,21367.0,House,3,19
Petaling. Selangor,938600000,14432780.0,2.0,2.0,6503.0,Condo,2,19
Petaling. Selangor,866400000,17017540.0,2.0,2.0,5091.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,2339280000,17985020.0,3.0,3.0,13006.0,House,3,12
Petaling. Selangor,3204958000,15212540.0,4.0,4.0,2107.0,House,3,19
Kuala Lumpur. Kuala Lumpur,2960200000,17050030.0,4.0,3.0,17363.0,House,3,12
Kuala Lumpur. Kuala Lumpur,1807888000,17692610.0,3.0,2.0,10219.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1877200000,16840650.0,3.0,2.0,11148.0,Condo,2,12
Gombak. Selangor,1913300000,18721460.0,3.0,2.0,10219.0,Condo,2,2
Kuala Lumpur. Kuala Lumpur,1598508000,12559190.0,3.0,2.0,12727.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2274300000,2295960.0,3.0,2.0,990.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1552300000,12331760.0,3.0,2.0,12588.0,Condo,2,12
Putrajaya. Putrajaya,866400000,16504920.0,1.0,1.0,5249.0,Condo,2,21
Kuala Lumpur. Kuala Lumpur,2454800000,21140160.0,4.0,3.0,11613.0,Condo,2,12
Sepang. Selangor,938600000,13400320.0,3.0,2.0,7005.0,Condo,2,23
Kuala Selangor. Selangor,3898800000,16266660.0,4.0,4.0,23968.0,House,3,14
Ulu Langat. Selangor,2054090000,17645680.0,3.0,3.0,1164.0,Condo,2,25
Kuala Lumpur. Kuala Lumpur,1617280000,19172710.0,3.0,2.0,8435.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,830300000,17187210.0,2.0,2.0,4831.0,Condo,2,12
Petaling. Selangor,2483680000,10692820.0,5.0,5.0,23225.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,1945790000,14414730.0,3.0,3.0,13498.0,Condo,2,12
Petaling. Selangor,6461900000,15407480.0,6.0,6.0,41944.0,House,3,19
Petaling. Selangor,1805000000,16190850.0,3.0,3.0,11148.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,1732800000,15544660.0,4.0,3.0,11148.0,Condo,2,12
Petaling. Selangor,1548690000,967480.0,3.0,2.0,1600.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,3971000000,29479260.0,3.0,2.0,1347.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1805000000,2097410.0,2.0,2.0,860.0,Condo,2,12
Petaling. Selangor,2888000000,12952680.0,4.0,3.0,22296.0,House,3,19
Kuala Lumpur. Kuala Lumpur,1512590000,10855270.0,3.0,3.0,13935.0,Condo,2,12
Gombak. Selangor,3350080000,15678230.0,4.0,4.0,21367.0,House,3,2
Kuala Lumpur. Kuala Lumpur,1480100000,9956380.0,3.0,2.0,14864.0,Condo,2,12
Petaling. Selangor,1591288000,12234290.0,3.0,2.0,13006.0,Condo,2,19
Sepang. Selangor,902500000,19429020.0,2.0,2.0,4645.0,Condo,2,23
Petaling. Selangor,794200000,15544660.0,2.0,2.0,5109.0,Condo,2,19
Petaling. Selangor,2775368000,13894890.0,4.0,3.0,19973.0,House,3,19
Kuala Lumpur. Kuala Lumpur,2996300000,14021240.0,4.0,4.0,21367.0,House,3,12
Petaling. Selangor,1548690000,584820.0,3.0,2.0,2650.0,Condo,2,19
Petaling. Selangor,2888000000,12952680.0,4.0,4.0,22296.0,House,3,19
Kuala Lumpur. Kuala Lumpur,862790000,9205500.0,3.0,3.0,9374.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1548690000,12169310.0,3.0,2.0,12727.0,Condo,2,12
Gombak. Selangor,2375380000,15237810.0,4.0,3.0,15589.0,House,3,2
Kuala Lumpur. Kuala Lumpur,2815800000,13176500.0,4.0,4.0,21367.0,House,3,12
Kuala Lumpur. Kuala Lumpur,1545080000,11880510.0,4.0,3.0,13006.0,Condo,2,12
Petaling. Selangor,1660600000,11916610.0,3.0,3.0,13935.0,Townhouse,6,19
Petaling. Selangor,2382600000,10620620.0,5.0,5.0,22435.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,2991246000,18006680.0,4.0,4.0,16611.0,House,3,12
Kuala Lumpur. Kuala Lumpur,1624500000,7136970.0,4.0,4.0,2276.0,Condo,2,12
Gombak. Selangor,830300000,8938360.0,3.0,2.0,929.0,Condo,2,2
Kuala Lumpur. Kuala Lumpur,902500000,19046360.0,1.0,1.0,4738.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,3093409000,14811830.0,4.0,4.0,20884.0,House,3,12
Kuala Lumpur. Kuala Lumpur,920550000,18696190.0,1.0,1.0,4924.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2847885680,33175900.0,3.0,2.0,8584.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,1917054400,15526610.0,3.0,2.0,12346.0,Condo,2,12
Gombak. Selangor,1624500000,13050150.0,3.0,2.0,12449.0,Condo,2,2
Petaling. Selangor,1624500000,12490600.0,3.0,3.0,13006.0,Condo,2,19
Kuala Lumpur. Kuala Lumpur,1083000000,16652930.0,2.0,2.0,6503.0,Condo,2,12
Kuala Lumpur. Kuala Lumpur,2594868000,30100180.0,3.0,2.0,8621.0,Condo,2,12
Sepang. Selangor,902500000,13876840.0,2.0,2.0,6503.0,Condo,2,23
Petaling. Selangor,1508980000,11602540.0,3.0,3.0,13006.0,Condo,2,19
Ulu Langat. Selangor,1869980000,10064680.0,4.0,3.0,1858.0,House,3,25
Petaling. Selangor,830300000,15461630.0,2.0,2.0,537.0,Condo,2,19
Petaling. Selangor,866400000,16656540.0,2.0,2.0,5202.0,Condo,2,19
Gombak. Selangor,2984748000,13447250.0,4.0,4.0,22194.0,House,3,2
Petaling. Selangor,3061280000,14328090.0,4.0,4.0,21367.0,House,3,19
Kuala Lumpur. Kuala Lumpur,1545080000,18479590.0,3.0,2.0,8361.0,Condo,2,12
Petaling. Selangor,1624500000,1046900.0,3.0,3.0,1550.0,House,3,19
Petaling. Selangor,2815800000,30309560.0,3.0,2.0,929.0,Condo,2,19
Putrajaya. Putrajaya,938600000,14432780.0,2.0,2.0,6503.0,Condo,2,21
Kuala Lumpur. Kuala Lumpur,2888000000,15894830.0,4.0,3.0,18171.0,House,3,12
Gombak. Selangor,1797780000,15443580.0,3.0,3.0,1164.0,Condo,2,2
Kuala Lumpur. Kuala Lumpur,1547968000,19194370.0,3.0,2.0,8064.0,Condo,2,12
Ulu Langat. Selangor,1765290000,12667490.0,3.0,3.0,13935.0,Condo,2,25
Gombak. Selangor,1606450000,12732470.0,3.0,2.0,12616.0,Condo,2,2
